seqnames	start	end	width	strand	tvalue	score	numOfTSS	overlapTSS	group	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENTREZID	SYMBOL	GENENAME	absDistToTSS
chr14	104573495	104575066	1572	*	35.2917	35.4491	0	not	6	Exon (ENST00000551177/ENSG00000166183, exon 12 of 16)	14	104583742	104583851	110	1	ENSG00000207568	-8676	406986	MIR203A	microRNA 203a	8676
chr4	101111183	101112080	898	*	35.4499	35.4499	1	overlapTSS	6	Promoter (<=1kb)	4	101107027	101111939	4913	2	ENSG00000145358	0	115265	DDIT4L	DNA damage inducible transcript 4 like	0
chr17	36580108	36581269	1162	*	35.4507	35.4507	0	not	6	Distal Intergenic	17	36584662	36668628	83967	1	ENSG00000225485	-3393	NA	NA	NA	3393
chr5	133178513	133179680	1168	*	35.4509	35.4509	0	not	6	Distal Intergenic	5	133186548	133186648	101	2	ENSG00000238796	6968	NA	NA	NA	6968
chr14	69445540	69446641	1102	*	35.4518	35.4518	2	overlapTSS	6	Promoter (<=1kb)	14	69340860	69446157	105298	2	ENSG00000072110	0	87	ACTN1	actinin alpha 1	0
chr1	41897677	41899062	1386	*	35.4554	35.4554	0	not	6	Distal Intergenic	1	41932608	41932699	92	2	ENSG00000252563	33637	NA	NA	NA	33637
chr1	17914360	17915365	1006	*	35.4561	35.4561	0	not	6	5' UTR	1	17866330	18024369	158040	1	ENSG00000074964	48030	55160	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	48030
chr16	29936991	29937994	1004	*	35.4573	35.4573	1	overlapTSS	6	Promoter (<=1kb)	16	29938157	29940254	2098	1	ENSG00000247735	-163	NA	NA	NA	163
chr9	137517939	137518950	1012	*	35.4634	35.4634	0	not	6	Distal Intergenic	9	137533620	137736686	203067	1	ENSG00000130635	-14670	1289	COL5A1	collagen type V alpha 1 chain	14670
chr5	125758591	125759552	962	*	35.464	35.464	4	overlapTSS	6	5' UTR	5	125695824	125832186	136363	1	ENSG00000155324	62767	65983	GRAMD2B	GRAM domain containing 2B	62767
chr7	154996657	154997814	1158	*	35.371	35.4645	1	overlapTSS	6	Promoter (<=1kb)	7	154995857	154996899	1043	1	ENSG00000228521	800	NA	NA	NA	800
chr3	126703692	126704797	1106	*	35.4649	35.4649	0	not	6	Distal Intergenic	3	126707437	126756235	48799	1	ENSG00000114554	-2640	5361	PLXNA1	plexin A1	2640
chr1	183261997	183263208	1212	*	35.4662	35.4662	0	not	6	Exon (ENST00000294868/ENSG00000157064, exon 2 of 11)	1	183235737	183236420	684	1	ENSG00000233562	26260	NA	NA	NA	26260
chr1	18235876	18236925	1050	*	35.4697	35.4697	0	not	6	Distal Intergenic	1	18081808	18153558	71751	1	ENSG00000117148	154068	81569	ACTL8	actin like 8	154068
chr12	54819965	54821286	1322	*	35.4698	35.471	1	overlapTSS	6	Promoter (<=1kb)	12	54822087	54823187	1101	1	ENSG00000257477	-801	NA	NA	NA	801
chr2	45199602	45201027	1426	*	35.475	35.475	0	not	6	Distal Intergenic	2	45181803	45195901	14099	1	ENSG00000225156	17799	NA	NA	NA	17799
chr2	220158974	220159989	1016	*	35.4759	35.4759	1	overlapTSS	6	Promoter (<=1kb)	2	220158833	220158922	90	2	ENSG00000207647	-52	406944	MIR153-1	microRNA 153-1	52
chr5	1385519	1386524	1006	*	35.4764	35.4764	0	not	6	Distal Intergenic	5	1363697	1380182	16486	2	ENSG00000250584	-5337	100506791	LINC01511	long intergenic non-protein coding RNA 1511	5337
chr1	6306351	6307388	1038	*	35.4772	35.4772	1	overlapTSS	6	Downstream (<1kb)	1	6304252	6305638	1387	1	ENSG00000173673	2099	390992	HES3	hes family bHLH transcription factor 3	2099
chr7	100362220	100363293	1074	*	35.4782	35.4782	0	not	6	5' UTR	7	100331249	100395419	64171	1	ENSG00000146839	30971	7455	ZAN	zonadhesin (gene/pseudogene)	30971
chr17	41837396	41838459	1064	*	35.4795	35.4795	0	not	6	Promoter (1-2kb)	17	41831099	41836156	5058	2	ENSG00000167941	-1240	50964	SOST	sclerostin	1240
chr19	4678657	4679908	1252	*	35.4799	35.4799	1	overlapTSS	6	Promoter (<=1kb)	19	4679294	4685960	6667	1	ENSG00000205790	0	100131094	DPP9-AS1	DPP9 antisense RNA 1	0
chrY	10035823	10037052	1230	*	35.473	35.481	1	overlapTSS	6	Promoter (<=1kb)	24	10036113	10036711	599	2	ENSG00000225840	0	NA	NA	NA	0
chr19	12273408	12274343	936	*	35.4816	35.4816	2	overlapTSS	6	Promoter (<=1kb)	19	12273879	12300064	26186	1	ENSG00000196646	0	7695	ZNF136	zinc finger protein 136	0
chr10	135013085	135014368	1284	*	35.4831	35.4831	0	not	6	Exon (ENST00000304613/ENSG00000171798, exon 15 of 30)	10	135043778	135045062	1285	1	ENSG00000171794	-29410	8433	UTF1	undifferentiated embryonic cell transcription factor 1	29410
chr11	124745828	124747313	1486	*	35.4852	35.4852	1	overlapTSS	6	5' UTR	11	124753587	124757685	4099	1	ENSG00000254568	-6274	NA	NA	NA	6274
chr19	6710835	6712222	1388	*	35.4867	35.4867	0	not	6	Exon (ENST00000245907/ENSG00000125730, exon 12 of 41)	19	6677715	6730573	52859	2	ENSG00000125730	18351	718	C3	complement C3	18351
chr20	56629493	56630898	1406	*	35.4883	35.4883	0	not	6	Distal Intergenic	20	56642512	56642663	152	1	ENSG00000221385	-11614	NA	NA	NA	11614
chr7	140225095	140226276	1182	*	35.4895	35.4901	0	not	6	Exon (ENST00000275884/ENSG00000146966, exon 15 of 19)	7	140152840	140179369	26530	2	ENSG00000133606	-45726	23608	MKRN1	makorin ring finger protein 1	45726
chr19	51412140	51413695	1556	*	35.3584	35.4915	1	overlapTSS	6	Promoter (<=1kb)	19	51409608	51413994	4387	2	ENSG00000167749	299	9622	KLK4	kallikrein related peptidase 4	299
chr3	194752943	194754148	1206	*	35.494	35.494	0	not	6	Distal Intergenic	3	194815317	194816786	1470	1	ENSG00000233303	-61169	100874528	XXYLT1-AS1	XXYLT1 antisense RNA 1	61169
chr9	98980165	98981194	1030	*	35.4943	35.4962	0	not	6	Distal Intergenic	9	98998105	98998204	100	2	ENSG00000265367	17010	NA	NA	NA	17010
chr22	37744270	37745223	954	*	35.498	35.498	0	not	6	Intron (ENST00000430883/ENSG00000243902, intron 1 of 2)	22	37748230	37750879	2650	2	ENSG00000237862	5656	100506271	LOC100506271	uncharacterized LOC100506271	5656
chr9	79791556	79792735	1180	*	35.499	35.499	5	overlapTSS	6	Promoter (<=1kb)	9	79792269	80036457	244189	1	ENSG00000197969	0	23230	VPS13A	vacuolar protein sorting 13 homolog A	0
chr15	68974020	68975343	1324	*	35.5013	35.5013	0	not	6	Intron (ENST00000261861/ENSG00000103647, intron 2 of 11)	15	69041840	69043030	1191	1	ENSG00000271232	-66497	NA	NA	NA	66497
chr7	75943158	75944337	1180	*	35.5062	35.5062	0	not	6	Distal Intergenic	7	75931861	75933612	1752	1	ENSG00000106211	11297	3315	HSPB1	heat shock protein family B (small) member 1	11297
chr16	58119853	58121020	1168	*	35.5088	35.5088	0	not	6	Distal Intergenic	16	58116972	58117072	101	2	ENSG00000207173	-2781	NA	NA	NA	2781
chr16	88705192	88706273	1082	*	34.8784	35.5096	1	overlapTSS	6	Promoter (<=1kb)	16	88704999	88706881	1883	1	ENSG00000124391	193	27189	IL17C	interleukin 17C	193
chr12	53444486	53445711	1226	*	35.5099	35.5099	5	overlapTSS	6	5' UTR	12	53408380	53448222	39843	2	ENSG00000257337	2511	283335	LOC283335	uncharacterized LOC283335	2511
chr14	24711081	24712348	1268	*	35.5104	35.5104	1	overlapTSS	6	Promoter (<=1kb)	14	24708849	24711880	3032	2	ENSG00000092330	0	26277	TINF2	TERF1 interacting nuclear factor 2	0
chr6	170468853	170469672	820	*	35.5117	35.5117	0	not	6	Distal Intergenic	6	170477741	170478251	511	1	ENSG00000232197	-8069	102724511	LOC102724511	uncharacterized LOC102724511	8069
chr5	141699383	141700880	1498	*	34.946	35.5146	0	not	6	Intron (ENST00000344120/ENSG00000187678, intron 1 of 2)	5	141704858	142051566	346709	1	ENSG00000231185	-3978	101926941	SPRY4-AS1	SPRY4 antisense RNA 1	3978
chr20	33872208	33873215	1008	*	35.518	35.518	2	overlapTSS	6	Promoter (<=1kb)	20	33873054	33873559	506	1	ENSG00000235214	0	140846	FAM83C-AS1	FAM83C antisense RNA 1	0
chr13	114537488	114539037	1550	*	34.8922	35.5191	0	not	6	5' UTR	13	114518603	114542321	23719	1	ENSG00000233695	18885	NA	NA	NA	18885
chr17	4842566	4844079	1514	*	35.5194	35.5194	6	overlapTSS	6	Promoter (<=1kb)	17	4843303	4848517	5215	1	ENSG00000108523	0	26001	RNF167	ring finger protein 167	0
chr6	31648305	31649124	820	*	35.5231	35.5231	0	not	6	Exon (ENST00000474395/ENSG00000204428, exon 1 of 3)	6	31644461	31651817	7357	2	ENSG00000204428	2693	80741	LY6G5C	lymphocyte antigen 6 family member G5C	2693
chr10	125815805	125816846	1042	*	35.5237	35.5237	0	not	6	Intron (ENST00000346248/ENSG00000182022, intron 1 of 7)	10	125767184	125853206	86023	2	ENSG00000182022	36360	51363	CHST15	carbohydrate sulfotransferase 15	36360
chr1	167522646	167523495	850	*	35.5241	35.5241	0	not	6	Promoter (<=1kb)	1	167498914	167523004	24091	2	ENSG00000143162	0	8804	CREG1	cellular repressor of E1A stimulated genes 1	0
chrX	52949614	52950589	976	*	35.5248	35.5248	0	not	6	Distal Intergenic	23	52920336	52937587	17252	1	ENSG00000179304	29278	727866	FAM156B	family with sequence similarity 156 member B	29278
chr10	74114296	74115327	1032	*	35.5268	35.5268	0	not	6	Promoter (<=1kb)	10	74092588	74114988	22401	2	ENSG00000148719	0	54788	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12	0
chr12	52517093	52518410	1318	*	35.5302	35.5302	0	not	6	Distal Intergenic	12	52507709	52507796	88	1	ENSG00000265804	9384	NA	NA	NA	9384
chr19	19779003	19779872	870	*	35.531	35.531	3	overlapTSS	6	Promoter (<=1kb)	19	19779605	19794318	14714	1	ENSG00000181896	0	94039	ZNF101	zinc finger protein 101	0
chr15	101699091	101700042	952	*	35.5316	35.5316	0	not	6	Distal Intergenic	15	101708735	101711026	2292	1	ENSG00000259182	-8693	NA	NA	NA	8693
chr5	140345461	140346696	1236	*	35.5318	35.5318	3	overlapTSS	6	Promoter (<=1kb)	5	140345820	140391936	46117	1	ENSG00000243232	0	56134	PCDHAC2	protocadherin alpha subfamily C, 2	0
chr13	114102842	114103787	946	*	35.533	35.533	0	not	6	5' UTR	13	114076260	114107839	31580	2	ENSG00000153531	4052	113622	ADPRHL1	ADP-ribosylhydrolase like 1	4052
chr4	1746016	1746943	928	*	35.5364	35.5364	0	not	6	3' UTR	4	1741078	1743830	2753	1	ENSG00000218422	4938	NA	NA	NA	4938
chr2	60982893	60983970	1078	*	35.5369	35.5369	1	overlapTSS	6	Promoter (<=1kb)	2	60983365	61029220	45856	1	ENSG00000115421	0	64895	PAPOLG	poly(A) polymerase gamma	0
chr2	239834633	239836218	1586	*	34.9703	35.5373	0	not	6	Distal Intergenic	2	239840998	239847965	6968	2	ENSG00000227744	11747	401039	LINC01940	long intergenic non-protein coding RNA 1940	11747
chr17	60700828	60702333	1506	*	35.0524	35.5379	2	overlapTSS	6	Distal Intergenic	17	60704762	60770958	66197	1	ENSG00000011028	-2429	9902	MRC2	mannose receptor C type 2	2429
chr9	137256235	137257200	966	*	35.0922	35.5386	0	not	6	Intron (ENST00000484822/ENSG00000186350, intron 2 of 2)	9	137271257	137271318	62	1	ENSG00000263897	-14057	100616236	MIR4669	microRNA 4669	14057
chr17	79282431	79283632	1202	*	35.5435	35.5435	1	overlapTSS	6	Promoter (<=1kb)	17	79277571	79283048	5478	2	ENSG00000185168	0	NA	NA	NA	0
chr12	53590822	53592033	1212	*	35.5438	35.5438	0	not	6	Exon (ENST00000267082/ENSG00000139626, exon 4 of 16)	12	53585102	53601091	15990	2	ENSG00000139626	9058	3695	ITGB7	integrin subunit beta 7	9058
chr10	21789539	21790874	1336	*	35.5448	35.5448	0	not	6	Distal Intergenic	10	21781587	21786191	4605	2	ENSG00000204682	-3348	399726	MIR1915HG	MIR1915 host gene	3348
chr18	43978757	43980338	1582	*	34.507	35.5456	0	not	6	Intron (ENST00000593230/ENSG00000141622, intron 1 of 4)	18	43906772	44043103	136332	1	ENSG00000141622	71985	494470	RNF165	ring finger protein 165	71985
chr2	241308959	241310346	1388	*	35.5461	35.5461	0	not	6	Distal Intergenic	2	241375088	241407493	32406	1	ENSG00000063660	-64742	2817	GPC1	glypican 1	64742
chr4	184351241	184352424	1184	*	35.5472	35.5472	0	not	6	Distal Intergenic	4	184340043	184340958	916	2	ENSG00000248376	-10283	NA	NA	NA	10283
chr19	19651370	19652883	1514	*	34.8067	35.5502	0	not	6	Exon (ENST00000586018/ENSG00000160161, exon 4 of 8)	19	19649057	19657468	8412	1	ENSG00000160161	2313	148113	CILP2	cartilage intermediate layer protein 2	2313
chrX	152083406	152084931	1526	*	35.4515	35.5506	8	overlapTSS	6	Promoter (<=1kb)	23	152082986	152142024	59039	1	ENSG00000147394	420	7739	ZNF185	zinc finger protein 185 with LIM domain	420
chr19	772685	773858	1174	*	35.5515	35.5515	0	not	6	Distal Intergenic	19	781002	781862	861	2	ENSG00000272473	8004	NA	NA	NA	8004
chr3	50188138	50189379	1242	*	35.552	35.552	0	not	6	Intron (ENST00000437204/ENSG00000235016, intron 1 of 3)	3	50192478	50226508	34031	1	ENSG00000001617	-3099	6405	SEMA3F	semaphorin 3F	3099
chr20	29647856	29649429	1574	*	35.5436	35.5543	0	not	6	Distal Intergenic	20	29637799	29638060	262	2	ENSG00000238151	-9796	NA	NA	NA	9796
chr10	28591404	28592571	1168	*	35.5556	35.5556	1	overlapTSS	6	5' UTR	10	28599782	28599888	107	1	ENSG00000222374	-7211	NA	NA	NA	7211
chr7	156685829	156686614	786	*	35.5564	35.5564	0	not	6	Promoter (<=1kb)	7	156461646	156685924	224279	2	ENSG00000105983	0	64327	LMBR1	limb development membrane protein 1	0
chr1	157074296	157075675	1380	*	35.5587	35.5587	0	not	6	Distal Intergenic	1	157061836	157069600	7765	2	ENSG00000253831	-4696	440695	ETV3L	ETS variant transcription factor 3 like	4696
chr9	98513141	98514400	1260	*	35.5603	35.5603	0	not	6	Distal Intergenic	9	98534605	98537013	2409	1	ENSG00000268926	-20205	NA	NA	NA	20205
chr14	100093980	100095133	1154	*	35.5607	35.5607	0	not	6	Distal Intergenic	14	100111447	100146906	35460	1	ENSG00000182218	-16314	84439	HHIPL1	HHIP like 1	16314
chr19	58629307	58630238	932	*	35.5614	35.5614	0	not	6	Promoter (<=1kb)	19	58595205	58629794	34590	2	ENSG00000121413	0	65982	ZSCAN18	zinc finger and SCAN domain containing 18	0
chr9	32384082	32384973	892	*	35.5624	35.5624	3	overlapTSS	6	Promoter (<=1kb)	9	32384618	32454767	70150	1	ENSG00000122729	0	48	ACO1	aconitase 1	0
chr16	22201459	22203040	1582	*	35.3952	35.5641	0	not	6	3' UTR	16	22217603	22298554	80952	1	ENSG00000103319	-14563	29904	EEF2K	eukaryotic elongation factor 2 kinase	14563
chr17	34074292	34075231	940	*	35.5648	35.5648	0	not	6	Exon (ENST00000254466/ENSG00000132139, exon 4 of 6)	17	34071530	34079897	8368	2	ENSG00000132139	4666	NA	NA	NA	4666
chr2	26849843	26851320	1478	*	35.5653	35.5653	0	not	6	Intron (ENST00000288861/ENSG00000157884, intron 3 of 6)	2	26804070	26864236	60167	2	ENSG00000157884	12916	130106	CIB4	calcium and integrin binding family member 4	12916
chr12	132902679	132903850	1172	*	35.5658	35.5658	0	not	6	Intron (ENST00000328957/ENSG00000182870, intron 1 of 10)	12	132680924	132905935	225012	2	ENSG00000182870	2085	50614	GALNT9	polypeptide N-acetylgalactosaminyltransferase 9	2085
chr2	239031510	239032829	1320	*	35.5685	35.5685	0	not	6	Intron (ENST00000343063/ENSG00000144488, intron 5 of 8)	2	239047363	239061588	14226	1	ENSG00000168427	-14534	377007	KLHL30	kelch like family member 30	14534
chr2	114647186	114648001	816	*	35.5717	35.5717	4	overlapTSS	6	Promoter (<=1kb)	2	114647537	114720173	72637	1	ENSG00000115091	0	10096	ACTR3	actin related protein 3	0
chr10	102821714	102822861	1148	*	35.479	35.572	2	overlapTSS	6	Promoter (<=1kb)	10	102821598	102827888	6291	1	ENSG00000107821	116	81621	KAZALD1	Kazal type serine peptidase inhibitor domain 1	116
chr3	57991884	57992991	1108	*	35.5741	35.5741	4	overlapTSS	6	Promoter (1-2kb)	3	57994127	58157982	163856	1	ENSG00000136068	-1136	2317	FLNB	filamin B	1136
chr5	180064299	180065800	1502	*	35.5745	35.5745	0	not	6	Intron (ENST00000261937/ENSG00000037280, intron 1 of 29)	5	180028506	180076624	48119	2	ENSG00000037280	10824	2324	FLT4	fms related tyrosine kinase 4	10824
chr1	37196736	37197687	952	*	35.5755	35.5755	0	not	6	Distal Intergenic	1	37238741	37241369	2629	1	ENSG00000234481	-41054	NA	NA	NA	41054
chr15	31689523	31691034	1512	*	34.7421	35.5763	0	not	6	Intron (ENST00000558921/ENSG00000169926, intron 1 of 1)	15	31712331	31712865	535	1	ENSG00000259179	-21297	NA	NA	NA	21297
chr19	3762394	3763273	880	*	35.5796	35.5796	1	overlapTSS	6	Promoter (<=1kb)	19	3762662	3768573	5912	1	ENSG00000183617	0	116541	MRPL54	mitochondrial ribosomal protein L54	0
chr1	53662199	53663072	874	*	35.5805	35.5805	6	overlapTSS	6	Promoter (<=1kb)	1	53662101	53679869	17769	1	ENSG00000157184	98	1376	CPT2	carnitine palmitoyltransferase 2	98
chr22	37781957	37783328	1372	*	35.2771	35.581	0	not	6	Intron (ENST00000452946/ENSG00000243902, intron 1 of 2)	22	37767724	37768898	1175	1	ENSG00000272694	14233	NA	NA	NA	14233
chr3	58551329	58552524	1196	*	35.2788	35.5817	6	overlapTSS	6	3' UTR	3	58558471	58560046	1576	1	ENSG00000243384	-5947	NA	NA	NA	5947
chr16	89154422	89155219	798	*	35.5831	35.5831	0	not	6	Promoter (<=1kb)	16	89154783	89222254	67472	1	ENSG00000176715	0	197322	ACSF3	acyl-CoA synthetase family member 3	0
chr14	105336821	105337872	1052	*	35.5836	35.5836	0	not	6	Intron (ENST00000556508/ENSG00000099814, intron 1 of 17)	14	105331617	105363107	31491	1	ENSG00000099814	5204	283638	CEP170B	centrosomal protein 170B	5204
chr16	29984522	29985741	1220	*	35.5857	35.5857	3	overlapTSS	6	Promoter (<=1kb)	16	29984962	30003582	18621	1	ENSG00000149930	0	9344	TAOK2	TAO kinase 2	0
chr12	96428823	96429870	1048	*	35.5865	35.5865	0	not	6	5' UTR	12	96394606	96437298	42693	2	ENSG00000111144	7428	4048	LTA4H	leukotriene A4 hydrolase	7428
chr7	143078909	143080430	1522	*	35.1762	35.5865	2	overlapTSS	6	Promoter (<=1kb)	7	143078173	143088204	10032	1	ENSG00000159840	736	7791	ZYX	zyxin	736
chr16	2837140	2838163	1024	*	35.5876	35.5876	0	not	6	Promoter (<=1kb)	16	2833954	2837949	3996	2	ENSG00000103355	0	260429	PRSS33	serine protease 33	0
chr20	62270262	62271279	1018	*	35.5891	35.5891	2	overlapTSS	6	3' UTR	20	62258580	62260177	1598	1	ENSG00000232442	11682	100505771	MHENCR	melanoma highly expressed competing endogenous lncRNA for miR-425 and miR-489	11682
chr1	15239820	15241021	1202	*	35.5901	35.5901	0	not	6	Intron (ENST00000491547/ENSG00000189337, intron 1 of 6)	1	15018625	15019109	485	2	ENSG00000235829	-220711	NA	NA	NA	220711
chrX	129214866	129216241	1376	*	35.5983	35.5983	0	not	6	5' UTR	23	129198849	129244691	45843	2	ENSG00000102034	28450	2000	ELF4	E74 like ETS transcription factor 4	28450
chr16	57792913	57794470	1558	*	34.918	35.5985	9	overlapTSS	6	3' UTR	16	57769642	57791162	21521	1	ENSG00000140854	23271	10300	KATNB1	katanin regulatory subunit B1	23271
chr8	87520492	87521465	974	*	35.5992	35.5992	0	not	6	5' UTR	8	87515820	87517290	1471	1	ENSG00000254088	4672	NA	NA	NA	4672
chr6	109053181	109054518	1338	*	35.5995	35.5995	0	not	6	Distal Intergenic	6	109072857	109091145	18289	1	ENSG00000203801	-18339	387111	LINC00222	long intergenic non-protein coding RNA 222	18339
chr12	14412521	14414080	1560	*	35.3037	35.5998	0	not	6	Distal Intergenic	12	14407846	14408160	315	1	ENSG00000255749	4675	NA	NA	NA	4675
chr17	37891874	37893059	1186	*	35.592	35.6002	3	overlapTSS	6	Promoter (1-2kb)	17	37894180	37903544	9365	1	ENSG00000141738	-1121	2886	GRB7	growth factor receptor bound protein 7	1121
chr15	90597113	90598024	912	*	35.6018	35.6018	0	not	6	Intron (ENST00000268154/ENSG00000140548, intron 1 of 4)	15	90617747	90625439	7693	2	ENSG00000259291	27415	109729181	ZNF710-AS1	ZNF710 antisense RNA 1	27415
chr6	42066586	42067493	908	*	35.6029	35.6029	1	overlapTSS	6	Downstream (1-2kb)	6	42059976	42061997	2022	2	ENSG00000261068	-4589	NA	NA	NA	4589
chr2	65659593	65660538	946	*	35.6032	35.6032	0	not	6	Promoter (<=1kb)	2	65537985	65659771	121787	2	ENSG00000198369	0	200734	SPRED2	sprouty related EVH1 domain containing 2	0
chr13	45165359	45166458	1100	*	35.6061	35.6061	0	not	6	Distal Intergenic	13	45168994	45170218	1225	1	ENSG00000230793	-2536	NA	NA	NA	2536
chr22	18063345	18064912	1568	*	34.9633	35.6071	1	overlapTSS	6	Exon (ENST00000327451/ENSG00000182902, exon 4 of 11)	22	18062923	18071958	9036	2	ENSG00000236754	7046	NA	NA	NA	7046
chr11	76309939	76310982	1044	*	35.6084	35.6084	0	not	6	Distal Intergenic	11	76302067	76302255	189	1	ENSG00000254755	7872	NA	NA	NA	7872
chr1	2806642	2807785	1144	*	35.6052	35.609	0	not	6	Distal Intergenic	1	2730997	2731563	567	2	ENSG00000231630	-75079	NA	NA	NA	75079
chr3	127262617	127263902	1286	*	35.6158	35.6158	0	not	6	Distal Intergenic	3	127199533	127255655	56123	2	ENSG00000239921	-6962	101927149	LINC01471	long intergenic non-protein coding RNA 1471	6962
chr3	193720556	193722069	1514	*	35.6166	35.6166	2	overlapTSS	6	Promoter (<=1kb)	3	193675161	193721448	46288	2	ENSG00000214146	0	647323	LINC02026	long intergenic non-protein coding RNA 2026	0
chr12	7105947	7107246	1300	*	35.6224	35.6224	0	not	6	Intron (ENST00000406697/ENSG00000182326, intron 2 of 14)	12	7096351	7178336	81986	1	ENSG00000182326	9596	716	C1S	complement C1s	9596
chrX	118369798	118370729	932	*	35.6267	35.6267	2	overlapTSS	6	Promoter (<=1kb)	23	118370216	118378429	8214	1	ENSG00000101856	0	10857	PGRMC1	progesterone receptor membrane component 1	0
chr3	127316754	127317649	896	*	35.6294	35.6294	1	overlapTSS	6	Promoter (<=1kb)	3	127317066	127341276	24211	1	ENSG00000073111	0	4171	MCM2	minichromosome maintenance complex component 2	0
chr2	219136582	219138077	1496	*	34.9059	35.6298	6	overlapTSS	6	Promoter (1-2kb)	2	219135115	219211516	76402	1	ENSG00000127838	1467	25953	PNKD	PNKD metallo-beta-lactamase domain containing	1467
chr10	35921848	35922799	952	*	35.6326	35.6326	0	not	6	Distal Intergenic	10	35930100	35930180	81	2	ENSG00000264780	7381	NA	NA	NA	7381
chr16	33960735	33962290	1556	*	34.7629	35.6337	2	overlapTSS	6	Promoter (<=1kb)	16	33961652	33961766	115	1	ENSG00000207986	0	NA	NA	NA	0
chr19	17515967	17517470	1504	*	35.6351	35.6351	2	overlapTSS	6	Promoter (<=1kb)	19	17513748	17516457	2710	2	ENSG00000130303	0	684	BST2	bone marrow stromal cell antigen 2	0
chr8	142695385	142696498	1114	*	35.6388	35.6388	0	not	6	Distal Intergenic	8	142524738	142528837	4100	1	ENSG00000226490	170647	NA	NA	NA	170647
chr1	108112760	108113851	1092	*	35.6408	35.6408	3	overlapTSS	6	3' UTR	1	108047825	108048070	246	1	ENSG00000224550	64935	NA	NA	NA	64935
chrX	135991814	135992889	1076	*	35.6449	35.6449	0	not	6	Promoter (<=1kb)	23	135991554	136103789	112236	1	ENSG00000234062	260	NA	NA	NA	260
chr17	43084823	43085994	1172	*	35.6453	35.6453	0	not	6	Distal Intergenic	17	43059882	43060140	259	1	ENSG00000267788	24941	NA	NA	NA	24941
chr10	16478369	16479718	1350	*	35.6458	35.6458	3	overlapTSS	6	Promoter (<=1kb)	10	16478942	16555736	76795	1	ENSG00000165983	0	9317	PTER	phosphotriesterase related	0
chr18	46422810	46424057	1248	*	35.6465	35.6465	0	not	6	Distal Intergenic	18	46446223	46477081	30859	2	ENSG00000101665	53024	4092	SMAD7	SMAD family member 7	53024
chr17	62038301	62039798	1498	*	35.1625	35.6475	0	not	6	Exon (ENST00000435607/ENSG00000007314, exon 11 of 24)	17	62015914	62050278	34365	2	ENSG00000007314	10480	6329	SCN4A	sodium voltage-gated channel alpha subunit 4	10480
chr6	35765510	35766545	1036	*	35.5111	35.6493	1	overlapTSS	6	Promoter (<=1kb)	6	35762759	35765088	2330	2	ENSG00000137392	-422	1208	CLPS	colipase	422
chr19	1261829	1262932	1104	*	35.6399	35.6508	0	not	6	Exon (ENST00000589161/ENSG00000099622, exon 1 of 2)	19	1259384	1274879	15496	1	ENSG00000099622	2445	1153	CIRBP	cold inducible RNA binding protein	2445
chr11	445740	446727	988	*	35.6514	35.6514	0	not	6	Promoter (1-2kb)	11	448268	491393	43126	1	ENSG00000174915	-1541	81490	PTDSS2	phosphatidylserine synthase 2	1541
chr16	3071403	3072980	1578	*	35.1182	35.6522	12	overlapTSS	6	Promoter (1-2kb)	16	3074028	3077756	3729	1	ENSG00000131652	-1048	79228	THOC6	THO complex 6	1048
chr19	56000788	56001977	1190	*	35.6391	35.6524	2	overlapTSS	6	Promoter (1-2kb)	19	55999771	56030465	30695	1	ENSG00000179954	1017	284297	SSC5D	scavenger receptor cysteine rich family member with 5 domains	1017
chr19	13801913	13802976	1064	*	35.6546	35.6546	0	not	6	Distal Intergenic	19	13842574	13874110	31537	1	ENSG00000104957	-39598	81576	CCDC130	coiled-coil domain containing 130	39598
chr5	138903461	138905026	1566	*	34.5025	35.6548	1	overlapTSS	6	Promoter (<=1kb)	5	138906016	139008018	102003	1	ENSG00000131508	-990	7322	UBE2D2	ubiquitin conjugating enzyme E2 D2	990
chr16	30661457	30662504	1048	*	35.6567	35.6567	2	overlapTSS	6	Promoter (<=1kb)	16	30662038	30667761	5724	1	ENSG00000156858	0	78994	PRR14	proline rich 14	0
chrX	39941763	39943348	1586	*	35.6569	35.6569	0	not	6	Intron (ENST00000397354/ENSG00000183337, intron 1 of 14)	23	39868529	39871435	2907	1	ENSG00000223486	73234	NA	NA	NA	73234
chr16	1380362	1381351	990	*	35.6575	35.6575	0	not	6	Promoter (1-2kb)	16	1379079	1379778	700	1	ENSG00000219274	1283	NA	NA	NA	1283
chr19	736251	737544	1294	*	35.1979	35.6595	2	overlapTSS	6	Intron (ENST00000264560/ENSG00000099864, intron 7 of 7)	19	751126	764319	13194	1	ENSG00000099812	-13582	126353	MISP	mitotic spindle positioning	13582
chr17	21029826	21030863	1038	*	35.6603	35.6603	2	overlapTSS	6	5' UTR	17	21026677	21096578	69902	1	ENSG00000109016	3149	25979	DHRS7B	dehydrogenase/reductase 7B	3149
chr6	157543550	157544851	1302	*	35.6621	35.6621	0	not	6	Distal Intergenic	6	157428861	157440840	11980	2	ENSG00000233044	-102710	NA	NA	NA	102710
